full_text;Location;Sentimen
@Heraloebss koq bisa disana? yang kasih ijin gimana ini? mo bikin marapi jilid 2 dimana katanya udah tenang ga taunya malah erupsi? para apara juga mesti tegas jangan kalah sama pendaki nakal yg suka ngotot nanti kalo ada apa apa yg repot tim SAR;Tangerang, Indonesia;Negatif
ini banyak bgt tiktoker yg ke sini. Update summitt pas lg erupsi. awalnya gue pen protes gmn kl pada ikutan org2 tp emg ternyata ni gunung sll erupsi keknya. Tp ttp takut bgt kek kejadian yg gn marapi itu. Bener kan kejadian demi konten taruhan nyawa;Jakarta, Indonesia;Negatif
@inventaris_mu @nanMudo @tagarabak Wkwkwkwk jdi inget alat pendeteksi erupsi gunung Marapi di Sumbar aja dicolong dan gara2 kejadian itu banyak nyawa terancam pas Marapi erupsi;Sumatera Barat, Indonesia;Negatif
@shupesyaru @mymradikal @tagarabak Sudah lah pakak badak mada karengkang kareh angok ang pntk! Patuik lah kampuang ang kanay azab marapi erupsi jo galodo. Urang ndk ba banak macam ang se isi nyo. PAKAK !!;Sumatera Barat, Indonesia;Negatif
Update Gunung Marapi Erupsi Kolom Abu Vulkanik Hingga 1000 Meter Masyarakat Dihimbau Waspada! https://t.co/G41C5bXhQq;Sumatera Barat, Indonesia;Negatif
Telah terjadi erupsi G. Marapi Sumatera Barat pada tanggal 08 Juli 2024 pukul 09:17 WIB dengan tinggi kolom abu teramati ÃÂ± 1.000 m di atas puncak (ÃÂ± 3.891 m di atas permukaan laut). Kolom abu teramati berwarna kelabu dengan intensitas tebal condong ke arah barat daya. https://t.co/iiaaaihbTU;Sumatera Barat, Indonesia;Negatif
Waspada Potensi Bahaya Lahar Erupsi Gunung Marapi Semburkan Abu Capai 1.000 Meter https://t.co/kgaXYZHfMW;Padang, Sumatera Barat;Negatif
Erupsi Gunung Marapi: Kolom Abu Capai 1.000 Meter Masyarakat Diminta Waspada #BNetwork https://t.co/gZ48SyeZih;Jakarta, Indonesia;Negatif
Gunung Marapi Erupsi Lagi Warga Diminta Jauhi Radius 3 Km dari Puncak #BNetwork https://t.co/wXUEfDPZ6x;Jakarta, Indonesia;Negatif
Erupsi lagi - Tiba-tiba Gunung Marapi erupsi lagi sebelumnya status gunung marapi sudah diturunkan menjadi level 2. Tetap waspada dunsanak.. https://t.co/uALFlRcpDT;Sumatera Barat, Indonesia;Negatif
Aktivitas Gunung Marapi pagi tadi Kembali terjadi erupsi gunung Marapi Senin 8/7 sekitar pukul 09.17 WIB. Kolom abu teramati -+ 1000m di atas puncak dengan warna kelabu dengan intensitas tebal ke arah barat daya (data Magma Indonesia) . : @abdurrrasyiid @infosumbar https://t.co/QLRikErI9E;Jakarta, Indonesia;Negatif
Telah terjadi erupsi G. Marapi Sumatera Barat pada tanggal 08 Juli 2024 pukul 09:17 WIB dengan tinggi kolom abu teramati ÃÂ± 1.000 m di atas puncak (ÃÂ± 3.891 m di atas permukaan laut). @PVMBG_ #PadangEkspres https://t.co/27zMWNJNjT;Padang, Sumatera Barat;Negatif
H-1 KKN tapi gunung Marapi erupsi. https://t.co/iOTEMkCGFy;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Sumbar Kembali Erupsi Kolom Abu Capai 1.000 M di Atas Puncak https://t.co/ASaKyA4pLP https://t.co/nlkM5hhzKe;Padang, Sumatera Barat;Negatif
Gunung Marapi Erupsi Lagi dengan Tinggi Abu 1.000 Meter Statusnya Masih Waspada https://t.co/61lhyagtLs #TempoTekno;Jakarta, Indonesia;Negatif
Ã°ÂÂÂ®Ã°ÂÂÂ© #Alerta IMPRESIONANTE Fumarola del Volcan Marapi Volcano 8 de Julio Bukittinggi Agam Sumatra Indonesia Ã°ÂÂÂ®Ã°ÂÂÂ© #Eruption #Sismo #Erupsi #Marapi #FelizLunes #Temblor #Terremoto #Erupcion https://t.co/KXNYLTJIIM;Sumatera Barat, Indonesia;Negatif
Ã°ÂÂÂ®Ã°ÂÂÂ© #Alerta IMPRESIONANTE Fumarola del Volcan Marapi Volcano En #Erupcion 8 de Julio Bukittinggi Agam Sumatera Indonesia Ã°ÂÂÂ®Ã°ÂÂÂ© #Eruption #Sismo #Erupsi #Marapi #FelizLunes #Temblor #Terremoto https://t.co/2fGXiN9I0c;Sumatera Barat, Indonesia;Negatif
Telah terjadi erupsi Gunung Marapi dengan tinggi kolom abu teramati ÃÂ± 1.000 m di atas puncak (ÃÂ± 3.891 m di atas permukaan laut) pukul 09.17 WIB Senin 8 Juli 2024. Kolom abu teramati berwarna kelabu dengan intensitas tebal condong ke arah barat daya. https://t.co/UBM5gfXcxH;Padang, Sumatera Barat;Negatif
Masyarakat di sekitar Gunung Marapi atau pendaki diminta tidak memasuki atau berkegiatan di wilayah radius 4 5 km dari pusat erupsi di Kawah Verbeek Gunung Marapi. Sejak 1 Juli 2024 status Gunung Marapi turun dari Siaga (level III) menjadi Waspada (level II). #gnmarapi #erupsi;Jakarta, Indonesia;Negatif
Gunung Marapi yang berada di Kabupaten Agam dan Kabupaten Tanah Datar Sumatra Barat kembali erupsi Senin (8/7) sekitar pukul 08.17 WIB. Pusat Vulkanologi &amp  Mitigasi Bencana Geologi (PVMBG) melaporkan ketinggian kolom abu teramati sekitar 1.000 meter atau 1 km di atas puncak. https://t.co/vyiVoAHTpQ;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumatera Barat kembali erupsi pagi ini Senin (08/07) sekitar pukul 09.17 WIB. Kolom abu teramati -+ 1000 m di atas puncak dengan warna kelabu dengan intensitas tebal ke arah barat daya (data Magma Indonesia). #erupsi #gunungmarapi #dmcdompetdhuafa https://t.co/jHxd6ptij3;Tangerang, Indonesia;Negatif
Marapi erupsi https://t.co/UcBsmb4QX3;Lampung, Indonesia;Negatif
Marapi erupsi https://t.co/rUpEjVfUWA;Lampung, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Minggu 07 Juli 2024 pukul 00:50 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 30.3 mm dan durasi 34 detik. https://t.co/2WLXTUlZwY via @id_magma https://t.co/HsV2pNk4k2;Bandung, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Sabtu 06 Juli 2024 pukul 23:49 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 16 mm dan durasi 50 detik. https://t.co/UtOgYiWkz2 via @id_magma https://t.co/LaFsHGr8yu;Bandung, Indonesia;Negatif
Telah terjadi erupsi G. Marapi Sumatera Barat pada tanggal 06 Juli 2024 pukul 23:49 WIB namun tinggi kolom abu tidak teramati. Erupsi ini terekam di seismogram dengan amplitudo maksimum 16 mm dan durasi ÃÂ± 50 detik. https://t.co/DMFNzHM0Zc;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Erupsi pada Sabtu Malam Tingkat Aktivitas di Level Waspada https://t.co/QyiZwlijKW;Sumatera Barat, Indonesia;Negatif
Erupsi Marapi Keluarkan Kolom Abu 800 Meter Pagi Ini Tertinggi Pasca Turun Status via @infosumbar https://t.co/QWpMQ3Py2J #infosumbar #Marapi #Erupsi;Padang, Sumatera Barat;Negatif
Terjadi erupsi G. Marapi pada hari Jumat 05 Juli 2024 pukul 06:36 WIB tinggi kolom abu teramati ÃÂ± 800 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 6.2 mm dan durasi 52 detik. https://t.co/dABNZQabMJ via @id_magma https://t.co/ki8Zn70Rmn;Bandung, Indonesia;Negatif
Gunung Marapi kembali erupsi tampak Gunung Marapi mengeluarkan asap bewarna putih ke langit pada Jumat (5/7) Pagi. Kondisi Marapi tersebut direkam dari daerah Kabupaten Agam. https://t.co/SEJm1CGGOh;Padang, Sumatera Barat;Negatif
Terjadi erupsi G. Marapi pada hari Selasa 02 Juli 2024 pukul 01:33 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 30.3 mm dan durasi 55 detik. https://t.co/2eowCv6JH1 via @id_magma;Bandung, Indonesia;Negatif
Gunung Marapi Erupsi pada Selasa Dini Hari Tingkat Aktivitas di Level Waspada https://t.co/hrbQ5FZgZr;Sumatera Barat, Indonesia;Negatif
PVMBG ingatkan potensi erupsi Marapi meski ada penurunan status https://t.co/FuHV7QP1z0 https://t.co/Mcy9EVemMn;Sumatera Barat, Indonesia;Positif
PVMBG Ingatkan Potensi Erupsi Gunung Marapi karena Pelepasan Sisa Energi https://t.co/Z5Ld6qSGeS;Sumatera Barat, Indonesia;Negatif
Waspada! Potensi Erupsi Gunung Marapi Masih Ada Meski Status Menurun https://t.co/8CZps9bvvt;Jakarta, Indonesia;Positif
Desember Januari Februari Maret April Mei dan Juni berikut adalah bulan-bulan yang membara bagi Marapi. Aktivitasnya meningkat dan menghasilkan dua ratusan erupsi. Membawa teror tersendiri bagi masyarakat sekitar.;Pekanbaru, Riau;Negatif
*JUM'AT CURHAT* 1. Satuan : Polsek X KOTO 2. Tempat : Jorong Balai Gadang 3. Jumlah Masyarakat : 4 orang 4. Petugas : AIPDA YURIZAL S.H 5. Saran : Menyampaikan kepada warga sehubungan aktifitas gunung marapi masih sering mengeluarkan erupsi agar selalu waspada. https://t.co/uuDHPS8ZkX;Bukittinggi, Indonesia;Negatif
Gunung Marapi Sumbar Erupsi Lagi Jumat Pagi Semburkan Abu Vulkanik 500 Meter ke Langit https://t.co/Nl0AAqioj3 lewat @tribunnews;Manado, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Jumat 28 Juni 2024 pukul 08:41 WIB tinggi kolom abu teramati ÃÂ± 500 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 17.7 mm dan durasi 32 detik. https://t.co/LBL8FIRoGs via @id_magma https://t.co/bZWfZmq6BJ;Bandung, Indonesia;Negatif
Kondisi Terkini Kandungan Gas Beracun Akibat Erupsi Gunung Marapi! https://t.co/dFAW2YIoqj;Padang, Sumatera Barat;Negatif
Situs Magma belum juga update laporan gunung berapi periode 00-06 hari ini. Apakah dikarenakan terdampak ransomware itu? Juga khusus untuk laporan Marapi periode 24 jam kemarin tidak dituliskan ada erupsi padahal jelas terjadi erupsi pukup 14:10.;Pekanbaru, Riau;Negatif
Seismik Marapi catat erupsi Marapi siang tadi https://t.co/MgRefk474g;Lampung, Indonesia;Negatif
Erupsi Marapi yang terjadi pada Senin siang (24 Juni 2024) sekitar pukul 14.10 WIB. https://t.co/UD7owIocX2;Sumatera Barat, Indonesia;Negatif
@akhmad_rivai_ @Jominangg Hiduang klean kan lah kanay cucuak jd kabau pks. Mamburuak an pks = mamburuak an agamo. Mamburuak an mahyeldi = mamburuak an nabi. Sasek klean. Mangko kanay azab sabalik klean. Marapi erupsi lah 7 bulan jo jalan sialiang putuih. ;Manado, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Rabu 26 Juni 2024 pukul 02:35 WIB tinggi kolom abu teramati ÃÂ± 500 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 15.5 mm dan durasi 25 detik. https://t.co/M8IPndRs61 via @id_magma https://t.co/UqByGx30TP;Bandung, Indonesia;Negatif
Beneran mau nanjak lagi setelah sekian lama tapi gunung di Sumbar terdekat ada Marapi dan Singgalang (masih erupsi);Sumatera Barat, Indonesia;Positif
Seismik Marapi catat erupsi Marapi tadi siang https://t.co/JDKeE4Yp9n;Lampung, Indonesia;Negatif
Gunung Marapi Sumbar Kembali Erupsi Siang Ini Abu Vulkanik Membubung hingga 300 Meter ke Arah Utara https://t.co/tbfpJs3okK lewat @tribunnews;Manado, Indonesia;Negatif
@jellypastaa Salah satu hal yg kemungkinan bikin Gunung Marapi skrg erupsi terus selama ini dia dizolimi oleh para pendaki dengan nyampah sembarangan;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Amplitudo 30 3 mm Selama 48 Detik @infoBMKG @BNPB_Indonesia @PVMBG_ @infomitigasi #GunungMarapi #Erupsi #48Detik #News https://t.co/XU7F8bcZNR;Maluku, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Suara Dentuman Keras Terdengar PGA Catat Amplitudo Tertinggi pada Juni 2024: Gunung Marapi yang terletak di Sumatera Barat (Sumbar) kembali mengalami erupsi dengan amplitudo 30 3 mm selama 48 detik pada Minggu (16/6/2024) https://t.co/JCPVUsBOLA https://t.co/oj9m5n2U5r;Pulo Gadung, Indonesia;Negatif
Gunung Marapi Sumatera Barat mengalami erupsi lagi dengan amplitudo 30 3 mm selama 48 detik pada Minggu (16/6) pukul 19:29 WIB. https://t.co/MwZaXUCZ8d;Jawa Timur, Indonesia;Negatif
Gunung Marapi Erupsi dengan Amplitudo Getaran Terkuat Selama Bulan Juni Ini https://t.co/ll7xhiV7cU;Padang, Sumatera Barat;Negatif
Gunung Marapi Kembali Erupsi Dentuman Terdengar Kuat https://t.co/jKmnE7ib2x;Jakarta, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Senin 17 Juni 2024 pukul 01:44 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 30.3 mm dan durasi 50 detik. https://t.co/KgoOhdQVvT via @id_magma;Bandung, Indonesia;Negatif
Gunung Marapi erupsi lagi dengan amplitudo 30 3 mm selama 48 detik https://t.co/BNvbFAhcxN;Jakarta, Indonesia;Negatif
Waspada! Dini Hari Ini Gunung Marapi Kembali Erupsi (Senin 17 Juni 2024) https://t.co/Z69QzkwscP;Sumatera Barat, Indonesia;Negatif
Terjadi lonjakan seismik Marapi barusan catat erupsi https://t.co/VfQ9AMTDoF;Lampung, Indonesia;Negatif
Marapi barusan erupsi https://t.co/qWtrk038ud;Lampung, Indonesia;Negatif
Waspada! Malam Ini Gunung Marapi Kembali Erupsi (Minggu 16 Juni 2024) https://t.co/FqpND02ESl;Sumatera Barat, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Sabtu 15 Juni 2024 pukul 13:23 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 14.1 mm dan durasi 34 detik. https://t.co/A0V5vbS8jx via @id_magma;Bandung, Indonesia;Negatif
Ragam Penampakan Erupsi Gunung Api dari Anak Krakatau sampai Marapi https://t.co/QSd8eOw706 #CekFakta;Jakarta, Indonesia;Negatif
Gunung Marapi Alami Erupsi 6 Kali Lontarkan Abu Vulkanik Hingga 650 Meter #gunungmarapi https://t.co/8GUy5FX441;Sumatera Barat, Indonesia;Negatif
Gunung Marapi di Sumbar Kembali Erupsi Tinggi Kolom Abu Hampir 4.000 Meter https://t.co/kEGQjYdTiS #TempoTekno;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumatera Barat mengalami erupsi siang ini. Letusan disertai lontaran abu vulkanik 1 Kilometer dari atas puncak. Via: @detiksumut_ https://t.co/kFoJxXXO3A;Manado, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Selasa 11 Juni 2024 pukul 07:12 WIB dengan tinggi kolom abu teramati ÃÂ± 500 m di atas puncak (ÃÂ± 3391 m di atas permukaan laut). Kolom abu teramati berwarna kelabu dengan intensitas tebal ke arah tenggara. https://t.co/HM20Nc2fCw;Maluku, Indonesia;Negatif
SUBHANALLAH! Potensi Mengerikan Erupsi Gunung Marapi Diungkap BNPB https://t.co/XJTamoujT3;Padang, Sumatera Barat;Negatif
Hari Ini Marapi 4 Kali Erupsi Kolom Abu Capai 750 Meter via @infosumbar https://t.co/H96VWFYSfD #infosumbar #Marapi #Erupsi;Padang, Sumatera Barat;Negatif
Marapi Sumbar 5 Kali Erupsi Pagi ini Waspada Banjir Lahar Dingin Via: https://t.co/KSmyKDfzGI #NOTD;Yogyakarta, Indonesia;Negatif
Erupsi Gunung MARAPI terpantau pagi menjelang siang PASCA gempa 4.0 SR (15KM barat laut Padang panjang)... #Marapi https://t.co/yoJSodiwH1;Padang Panjang, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Senin 10 Juni 2024 pukul 15:48 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 4.5 mm dan durasi 33 detik. https://t.co/ypI5SGaloC via @id_magma;Bandung, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Senin 10 Juni 2024 pukul 14:10 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 4 mm dan durasi 30 detik. https://t.co/HuodqCzrTW via @id_magma;Bandung, Indonesia;Negatif
Gunung Marapi di Sumatera Barat Alami Erupsi #suaradotcom #GunungMarapi #GunungMarapiErupsi https://t.co/7CEOkLIFO0;Jakarta, Indonesia;Negatif
Kilang Pertamina Internasional (KPI) Dumai Salurkan Bantuan untuk Pengungsi Bencana Erupsi Gunung Marapi KPI Unit Dumai melalui tim Satgas menyalurkan bantuan tunai dan sejumlah logistik yang dibutuhkan oleh para pengungsi di Kabupaten Tanah Datar dan Kabupaten Agam.;Jakarta, Indonesia;Positif
Gunung Marapi Kembali Erupsi Pagi Ini Tinggi Abu Vulkanik Sekitar 150 Meter https://t.co/Id9LqAFfN7;Sumatera Barat, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Senin 10 Juni 2024 pukul 05:49 WIB tinggi kolom abu teramati ÃÂ± 150 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 1.2 mm dan durasi 140 detik. https://t.co/Q65ZfEkJlp via @id_magma https://t.co/7QCflxcVSh;Bandung, Indonesia;Negatif
Gunung Marapi 3 Kali Erupsi Pagi Ini PVMBG: Status Masih Siaga https://t.co/y9fSg1Lolt;Jakarta, Indonesia;Negatif
Gunung Marapi Erupsi Pagi Ini Letusan 400 Meter di Atas Puncak https://t.co/oUrLKiYcaa;Jakarta, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Pagi Ini Tinggi Kolom Abu 500 Meter dari Atas Puncak https://t.co/nKVc0u9TM3;Sumatera Barat, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Minggu 09 Juni 2024 pukul 09:34 WIB tinggi kolom abu teramati ÃÂ± 500 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 3.2 mm dan durasi 53 detik. https://t.co/QUeUMRGXiC via @id_magma https://t.co/Xjhsgmo2Kg;Bandung, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Minggu 09 Juni 2024 pukul 08:10 WIB tinggi kolom abu teramati ÃÂ± 300 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 6.4 mm dan durasi 23 detik. https://t.co/ulfS0MliND via @id_magma;Bandung, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Minggu 09 Juni 2024 pukul 07:18 WIB tinggi kolom abu teramati ÃÂ± 300 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 4.4 mm dan durasi 39 detik. https://t.co/SR7YPf4S3o via @id_magma https://t.co/lja8REG82u;Bandung, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Minggu 09 Juni 2024 pukul 06:13 WIB tinggi kolom abu teramati ÃÂ± 400 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 4 mm dan durasi 37 detik. https://t.co/U6zw5NDMAQ via @id_magma https://t.co/RGY3vgH13o;Bandung, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Minggu 09 Juni 2024 pukul 07:18 WIB. Tinggi kolom letusan teramati ÃÂ± 300 m di atas puncak (ÃÂ± 3191 m di atas permukaan laut). Kolom abu teramati berwarna putih hingga kelabu dengan intensitas sedang ke arah tenggara. https://t.co/dLGw8TIMR3;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Erupsi 2 Kali Pagi Ini Semburkan Abu Vulkanik Setinggi 400 Meter https://t.co/34jPbZZhit;Jakarta, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Pagi Ini Tinggi Abu 300 Meter dari Atas Puncak https://t.co/5gaDGuFCyd;Sumatera Barat, Indonesia;Negatif
https://t.co/SNZxBS9Lcg - Gunung Marapi Erupsi Pagi Ini Letusan 400 Meter di Atas Puncak: Erupsi terekam di seismograf dengan amplitudo maksimum 4 mm dan durasi 37 detik. https://t.co/l9wQjHLYDv https://t.co/YaSTAJhlEN;Sumatera Barat, Indonesia;Negatif
Gunung Marapi erupsi pagi ini https://t.co/YIvJQFbiuZ;Jakarta, Indonesia;Negatif
Waspada! Pagi Ini Gunung Marapi Kembali Erupsi (Minggu 9 Juni 2024) https://t.co/Ctb8Sxjenq;Sumatera Barat, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Minggu 09 Juni 2024 pukul 05:23 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 2.3 mm dan durasi 60 detik. https://t.co/RFO2rOVff1 via @id_magma;Bandung, Indonesia;Negatif
Indonesia's #MountMarapi erupts again spewing thick ash into the sky VC: FPMKI #Volcano #Eruption #Indonesia #Marapi #Sumatra #Erupsi #seismo #seismic #Viral https://t.co/hxrhA1XjUi;Jakarta, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Jumat 07 Juni 2024 pukul 13:44 WIB tinggi kolom abu teramati ÃÂ± 500 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 3.5 mm dan durasi 42 detik. https://t.co/gPwUbCNwJ5 via @id_magma https://t.co/NS4TkU0unH;Bandung, Indonesia;Negatif
Gunung Marapi 6 Kali Erupsi dalam Sehari: https://t.co/fvfXioXCeB -&amp nbsp Dalam 24 jam terakhir Gunung Marapi yang terletak di Kabupaten Tanah Datar dan Kabupaten Agam Sumatera Barat (Sumbar) mengalami 6 kali erupsi. Seperti yang dimuat Katasumbar yang https://t.co/uwO2J2kQh2 https://t.co/WFghnAEOMR;Sumatera Barat, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Jumat 07 Juni 2024 pukul 13:44 WIB dengan tinggi kolom abu teramati ÃÂ± 500 m di atas puncak (ÃÂ± 3391 m di atas permukaan laut). Kolom abu teramati berwarna kelabu dengan intensitas sedang ke arah barat. https://t.co/6yJmhiCAng;Sumatera Barat, Indonesia;Negatif
Erupsi Marapi Jumat Ini di keker dari Batusangkar. https://t.co/eBTEqOGSIh;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Muntahkan Abu Setinggi 500 Meter https://t.co/xJkwMfDGE2;Jakarta, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Muntahkan Abu Setinggi 500 Meter https://t.co/7nO02aVWDV;Purworejo, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Jumat 07 Juni 2024 pukul 10:57 WIB tinggi kolom abu teramati ÃÂ± 600 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 3 mm dan durasi 72 detik. https://t.co/aZZYVzpw2Q via @id_magma https://t.co/LABL3kGUxK;Bandung, Indonesia;Negatif
Gunung Marapi Erupsi Warga Diminta Waspada Aliran Banjir Lahar https://t.co/A5mBJFwvtd;Sumatera Barat, Indonesia;Negatif
Gunung Marapi mengalami erupsi lagi siang ini. Petugas pemantau mencatat tinggi kolom abu pada erupsi kali ini mencapai ketinggian 600 meter dari atas puncak. Via: @detiksumut_ https://t.co/T7reyGDeoC;Manado, Indonesia;Negatif
Gunung Marapi Sumbar kembali Erupsi Siang Ini Abu Vulkanik Membubung 600 Meter ke Arah Barat https://t.co/eAkNwXGOUL lewat @tribunnews;Manado, Indonesia;Negatif
Jumat lalu Gunung Marapi Sumatera Barat kembali menyemburkan asapnya. Berikut ini kami sajikan mitigasi bencana sederhana bila gunung berapi mengalami erupsi yang bersumber dari Buku Saku Bencana Badan Nasional Penanggulangan Bencana (BNPB) Indonesia. Semoga bermanfaat. https://t.co/2yjDWHEjWb;Padang, Sumatera Barat;Negatif
Gunung Marapi Kembali Erupsi Tinggi Abu Vulkanik Capai 1.000 Meter di Atas Puncak https://t.co/KLRNDKxWza;Jakarta, Indonesia;Negatif
Gunung Marapi Sumbar Kembali Erupsi Warga di Sekitar Aliran Sungai Diminta Waspada https://t.co/fcINLibcK2;Jakarta, Indonesia;Negatif
Gunung Marapi Erupsi Muntahkan Abu Kelabu Setinggi 1.000 Meter https://t.co/tk3TE1aBVE;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumatera Barat mengalami erupsi siang ini. Letusan disertai lontaran abu vulkanik 1 Kilometer dari atas puncak. https://t.co/R0m4MrbW8Z;Jakarta, Indonesia;Negatif
@kingfontana11 @Giganesh25 @tagarabak Tapi bisakah dipertanyakan apakah perubahan intensitas ini berkaitan dengan semakin meningkatnya perbuatan immoral di daerah sekitar? Ambil contoh setelah erupsi besar 2004 kalau gak salah status Marapi malah turun ke;Pekanbaru, Riau;Negatif
Warga Sumbar Diimbau Tetap Tenang Saat Gunung Marapi Kembali Erupsi #BNetwork https://t.co/DBi1w0lHfu;Jakarta, Indonesia;Positif
Batuan Besar Muntahan Erupsi Gunung Marapi Diledakkan Sebelum Terjadi Banjir Lahar Lagi https://t.co/CIQAqJB5Dw #TempoTekno;Jakarta, Indonesia;Negatif
diduga akibat material erupsi Gunung Marapi yang telah menumpuk di atas puncak. Hal ini diperburuk dengan tingginya intensitas hujan disertai beberapa drainase air yang berada di daerah kaki Gunung Marapi yang tersumbat. Akibat dari banjir lahar dingin ini sebanyak 4 rumah https://t.co/6Ai5DZSaCe;Padang, Sumatera Barat;Negatif
BNPB Imbau Warga Tak Terpengaruh Hoaks terkait Erupsi Gunung Marapi https://t.co/zxQiVS5B6k #CekFakta;Jakarta, Indonesia;Positif
Gunung Marapi kembali erupsi keluarkan abu vulkanik 2 kilometer. https://t.co/iOklPrkkif;Jakarta, Indonesia;Negatif
Penampakan lubang kawah dan area puncak sekitar kawah gunung Marapi Kamis pagi pra erupsi Kamis siang 30/05/2024 https://t.co/Ntcg6r85rr;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Status Naik ke Level 'Siaga' https://t.co/o4RWaKr220 https://t.co/xtDb1Ri9Q3;Jakarta, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Status Masih Siaga https://t.co/NFWawYpNUG;Jakarta, Indonesia;Positif
VIDEO: Gunung Marapi kembali Erupsi Semburan Abu Vulkanik Capai Ketinggian 2.000 Meter https://t.co/9FhO6pZ4RR;Jakarta, Indonesia;Negatif
Gunungapi Marapi di Sumatra Barat kembali erupsi pada Kamis (30/5) pukul 13.04 WIB. Erupsi ini terekam di seismograf dengan amplitudo maksimum 30.4 mm dan durasi sementara ini sekitar 2 menit 2 detik. https://t.co/a65jhvupBy;Lampung, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Jumat 31 Mei 2024 pukul 13:16 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 29.9 mm dan durasi 111 detik. https://t.co/hqil3Kp0rk via @id_magma;Bandung, Indonesia;Negatif
Gunung Marapi Sumbar Kembali Erupsi Jumat Siang Abu Tebal Mengarah ke Barat Laut https://t.co/GAcxLOnbZO lewat @tribunnews;Manado, Indonesia;Negatif
Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) merilis kejadian erupsi Gunung Marapi Sumatra Barat Kamis (30/5). #IDNTimesSumsel https://t.co/ptoIgjFKbg https://t.co/0kXvDrp9Cw;Sumatera Selatan, Indonesia;Negatif
@is_pelssy @beautydyah Marapi juga masih erupsi Om;Manado, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Keluarkan Abu Vulkanik 2 Kilometer https://t.co/iOklPrkkif;Jakarta, Indonesia;Negatif
Letusan Marapi Siang Ini Keluarkan Kolom Abu Setinggi 2000 Meter via @infosumbar https://t.co/NDGhANYbWV #infosumbar #Marapi #Erupsi;Padang, Sumatera Barat;Negatif
Gunung Marapi di Sumbar Kembali Erupsi #sumbar https://t.co/DeSz9kGbYs;Aceh, Indonesia;Negatif
YANG akan terbit tahun ini dan semoga Marapi tak erupsi lagi. #BukuPuisi #PercakapanMarapi https://t.co/q4VLrFmx1u;Sumatera Barat, Indonesia;Positif
